name_2012,gisjoin,state_2012,2012votes,swing2008to12,obamamargin2012,medianage_2012,bachelorabove_2012,medianincome_2012,rural,white_2012,black_2012,native_2012,asian_2012,hispanic_2012,otherrace_2012,evangelical_2012,mainlineprotestant_2012,catholic_2012,mormon_2012,other religion,County Power Index 2012
Sussex,G5101830,Virginia,5440,0.008031988,0.245772059,40.5,0.094512195,39603,1,0.389720559,0.581337325,0.000998004,0.000998004,0.018463074,0.008483034,0.138,0.18855,0.00372,0.010589,0,0.00141134
Tazewell,G5101850,Virginia,17732,-0.245689057,-0.574216107,43.4,0.132960652,36080,0.519,0.950238296,0.030838239,0.000841043,0.00294365,0.003644519,0.011494253,0.212319,0.138229,0.00475,0.020809,0.00018,0.00460035
Warren,G5101870,Virginia,16698,-0.087929345,-0.204635286,39.8,0.207106639,61693,0.504,0.918144367,0.044599678,0.003044958,0.004298764,0.017195056,0.012717177,0.112359,0.128009,0.06912,0.014609,0.00067,0.00433209
Washington,G5101910,Virginia,25632,-0.104584913,-0.431686954,43.2,0.217299099,42844,0.717,0.970480549,0.013615561,0.001258581,0.002745995,0.007322654,0.004576659,0.302139,0.11634,0.006559,0,0.00131,0.00664991
Westmoreland,G5101930,Virginia,8120,-0.032965174,0.069458128,46.5,0.144261256,48672,0.788,0.678949289,0.285297337,0.000291864,0.001094491,0.028821598,0.005545421,0.17933,0.131259,0.09895,0,0.00034,0.00210663
Wise,G5101950,Virginia,15018,-0.209952546,-0.487148755,39.5,0.127448237,35120,0.567,0.925554871,0.06149815,0.000924784,0.002774353,0.005240444,0.004007398,0.21956,0.059229,0.003379,0.00888,0.000069,0.00389624
Wythe,G5101970,Virginia,12358,-0.03921795,-0.367454281,42.9,0.144931704,40564,0.753,0.959085963,0.033079434,0.000435256,0.003699674,0.00304679,0.000652884,0.2666,0.202669,0.01023,0.01871,0.000029,0.00320613
York,G5101990,Virginia,33953,-0.025855385,-0.206785851,39.6,0.411493611,82454,0.061,0.776633032,0.134891131,0.002018056,0.034306957,0.033563463,0.018587361,0.18696,0.12862,0.05363,0.00632,0.000229,0.00880869
Alexandria,G5105100,Virginia,73411,-0.009495168,0.43522088,35.7,0.604928413,83996,0,0.654169495,0.193723565,0.003028562,0.044645188,0.082554436,0.021878753,0.080659,0.121269,0.13286,0.020929,0.04965,0.01904559
Bedford,G5105150,Virginia,2805,-0.001958959,-0.107664884,44.7,0.212722298,35863,0,0.758872651,0.216075157,0,0.005219207,0.013569937,0.006263048,0.424139,0.297329,0,0.053359,0.00112,0.00072772
Bristol,G5105200,Virginia,7387,-0.049643629,-0.309733315,40.8,0.192344651,30636,0,0.927982802,0.054102472,0.005016123,0.002149767,0.006091007,0.004657829,0.546899,0.207909,0.09414,0.0605,0.00224,0.00191647
Buena Vista,G5105300,Virginia,2526,-0.183532615,-0.255344418,38,0.15261324,35921,0.039,0.904356061,0.076704545,0.002840909,0.000757576,0.007575758,0.007765152,0.349769,0.09173,0,0.225409,0,0.00065534
Charlottesville,G5105400,Virginia,21797,-0.04486257,0.535211268,28.1,0.480744389,44535,0,0.736517023,0.184543537,0.003163603,0.036155469,0.025459476,0.014160892,0.263439,0.174349,0.247889,0,0.10781,0.00565496
Chesapeake,G5105500,Virginia,110425,-0.002299976,0.01043242,36.7,0.283920861,70244,0.076,0.636932223,0.294949995,0.003405889,0.02179769,0.028237917,0.014676286,0.19765,0.06925,0.05946,0.01182,0.017469,0.02864841
Colonial Heights,G5105700,Virginia,8624,0.012811881,-0.393900742,41.6,0.192217377,51612,0,0.843432443,0.100112909,0,0.022205495,0.024463681,0.009785472,0.736779,0.13928,0.165409,0.061229,0.000051,0.00223739
Covington,G5105800,Virginia,2330,0.026993776,0.147639485,43.8,0.084666503,36067,0,0.840909091,0.121212121,0.003246753,0.003246753,0.012987013,0.018398268,0.54387,0.450759,0.023649,0.050329,0,0.00060449
Danville,G5105900,Virginia,20204,0.029452542,0.220500891,42.7,0.164181622,30505,0.045,0.520641161,0.4580372,0.000302435,0.00725843,0.00725843,0.006502344,0.44905,0.10106,0.058159,0.014259,0.08229,0.00524168
Emporia,G5105950,Virginia,2696,0.028820205,0.336424332,39.2,0.132707435,29093,0.063,0.359322034,0.618079096,0.003389831,0.000903955,0.014689266,0.003615819,0.30218,0.127719,0.015349,0,0.290199,0.00069944
Fairfax,G5106000,Virginia,11629,-0.003971321,0.161320836,38.5,0.53196304,98563,0,0.707947654,0.046919885,0.003511012,0.108522183,0.112990744,0.020108522,0.35506,0.183909,0.441079,0,0.09945,0.003017
Falls Church,G5106100,Virginia,7276,-0.009531081,0.394172622,36.9,0.727883002,122844,0,0.815504808,0.035456731,0.001201923,0.072716346,0.0625,0.012620192,0.252509,0.29411,0.51346,0,0.337899,0.00188767
Franklin,G5106200,Virginia,4360,0.025874326,0.306651376,40.1,0.208488064,33447,0.033,0.433489828,0.552425665,0,0.006259781,0.00312989,0.004694836,0.168139,0.172919,0.040079,0.03857,0.001159,0.00113115
Fredericksburg,G5106300,Virginia,11437,-0.014837808,0.268514471,28.8,0.333078686,45951,0.012,0.692143239,0.209246392,0.005344735,0.02485302,0.055050775,0.013361839,1.03566,0.31092,0.526429,0,0.022109,0.00296719
Galax,G5106400,Virginia,2277,-0.079398591,-0.18972332,44.7,0.150363011,24059,0.137,0.921663443,0.034816248,0.007736944,0,0.03384913,0.001934236,0.458529,0.309569,0,0,0.00014,0.00059074
Hampton,G5106500,Virginia,66490,0.036854504,0.42601895,35.5,0.225765378,51584,0.002,0.442171632,0.484381768,0.004139192,0.019107667,0.035905087,0.014294653,0.24003,0.09409,0.03949,0.00856,0.05453,0.01725002
Harrisonburg,G5106600,Virginia,15593,-0.029300498,0.133970371,22.7,0.356408467,36853,0,0.840613131,0.057921867,0.001492132,0.028757461,0.059685296,0.011530114,0.19236,0.122599,0.093329,0.021059,0.074861,0.00404541
Hopewell,G5106700,Virginia,9031,0.040173166,0.159450781,35.9,0.100651554,37029,0,0.599443242,0.36343953,0.000927931,0.002474482,0.021033096,0.01268172,0.348589,0.11801,0.04117,0,0.00035,0.00234298
Lexington,G5106780,Virginia,2687,-0.127196174,0.126535169,21.7,0.468952381,36511,0,0.834299917,0.071251036,0,0.031483016,0.033140017,0.029826015,0.34081,0.19881,0.11801,0.0541,0.00043,0.00069711
Lynchburg,G5106800,Virginia,36448,-0.065984545,-0.105849429,30.3,0.307129254,37774,0.027,0.689056216,0.272097202,0.001026782,0.005048344,0.020364508,0.012406948,0.6467,0.18521,0.05285,0.016539,0.050801,0.00945599
Manassas,G5106830,Virginia,15200,0.019334704,0.13256579,32.3,0.278640693,70634,0,0.663517442,0.17756783,0.000968992,0.041908915,0.099806202,0.01623062,0.15999,0.218639,0.716899,0.053149,0.10089,0.00394345
Manassas Park,G5106850,Virginia,4656,0.05319488,0.253436426,31,0.220230041,71810,0,0.563576159,0.18013245,0.002649007,0.059602649,0.176821192,0.017218543,0.21986,0,0,0.06439,0.000209,0.00120794
Martinsville,G5106900,Virginia,6284,-0.034823859,0.245544239,44.1,0.179311042,28840,0,0.539040452,0.428504233,0.002822201,0.006585136,0.01505174,0.007996237,0.49562,0.208449,0.04703,0,0.00029,0.00163031
Newport News,G5107000,Virginia,79444,0.013791222,0.300463219,32.3,0.239494679,50744,0,0.516254727,0.386484318,0.003667342,0.022309661,0.046796806,0.024487145,0.159569,0.093349,0.049549,0.01392,0.03289,0.02061077
Norfolk,G5107100,Virginia,87043,0.024561024,0.45425824,29.6,0.254081633,44164,0,0.49304912,0.411083247,0.004579404,0.025922695,0.04737502,0.017990514,0.17133,0.10278,0.047189,0.013169,0.06213,0.02258224
Norton,G5107200,Virginia,1492,-0.219848008,-0.220509383,39.8,0.201989288,38983,0.026,0.924114671,0.062394604,0,0,0,0.013490725,0.38605,0.010859,0.037649,0,0.00051,0.00038708
Petersburg,G5107300,Virginia,15908,0.017369065,0.801860699,39.8,0.143397096,35126,0.021,0.173692744,0.800770166,0.001824078,0.005472233,0.00952574,0.008715039,0.312459,0.185319,0.02896,0.014929,0.106721,0.00412714
Poquoson,G5107350,Virginia,7106,-0.018547547,-0.511258092,43.3,0.350870914,85033,0.065,0.94892916,0.003294893,0,0.023613399,0.017023613,0.007138935,0.16658,0.2344,0,0,0.011439,0.00184356
Portsmouth,G5107400,Virginia,45922,0.034668725,0.427747049,35.3,0.189748259,46269,0,0.441452724,0.505670354,0.002295972,0.009183886,0.023168441,0.018228623,0.23499,0.11337,0.03724,0,0.03992,0.0119139
Radford,G5107500,Virginia,5399,-0.055041813,0.039266531,21.9,0.294683844,29757,0.029,0.886639676,0.074346706,0,0.011777696,0.014354067,0.012881855,0.20856,0.15358,0,0,0.00018,0.0014007
Richmond,G5107600,Virginia,97569,-0.017947852,0.572630651,32.2,0.337735921,39445,0,0.451071761,0.490310763,0.001638975,0.018510782,0.019121381,0.019346338,0.235,0.23327,0.09079,0.00646,0.06735,0.02531308
Roanoke,G5107700,Virginia,40155,-0.006291416,0.227692691,38.4,0.229208834,38265,0,0.694686867,0.262026112,0.00188508,0.006842142,0.017594079,0.016965719,0.36831,0.183039,0.05531,0,0.08856,0.01041772
Salem,G5107750,Virginia,12318,-0.051034875,-0.206121124,39.8,0.300103337,47776,0,0.919257904,0.064541416,0.001567808,0.004703423,0.002351712,0.007577737,0.37735,0.2149,0.04931,0.06475,0.00037,0.00319575
Staunton,G5107900,Virginia,11210,0.018980281,0.040677966,42.6,0.297539283,42918,0.037,0.851881084,0.120231518,0.000526177,0.001841621,0.014206788,0.011312812,0.299079,0.244669,0.094209,0.015199,0.00586,0.0029083
Suffolk,G5108000,Virginia,42566,0.019129553,0.151458911,38.2,0.257467943,66479,0.216,0.539393447,0.406455809,0.001544841,0.01325311,0.020977315,0.018375478,0.194139,0.085829,0.009679,0.006099,0.003881,0.01104323
Virginia Beach,G5108100,Virginia,196641,-0.018260863,-0.025386364,34.8,0.322809267,65980,0.015,0.688451767,0.183315928,0.002415948,0.053306732,0.050454354,0.022055271,0.15271,0.075959,0.107359,0.00758,0.02145,0.0510161
Waynesboro,G5108200,Virginia,8791,-0.00546913,-0.108065067,38.2,0.222508173,43884,0.025,0.851282051,0.100641026,0.001602564,0.007371795,0.028846154,0.01025641,0.28335,0.215219,0.07798,0.034659,0.009761,0.00228072
Williamsburg,G5108300,Virginia,7748,-0.004342875,0.286654621,24.1,0.495461985,50865,0,0.77020202,0.141414141,0,0.033670034,0.031986532,0.022727273,0.413629,0.445759,0,0,0.00071,0.00201012
Winchester,G5108400,Virginia,10296,-0.039249819,0.014374514,35.6,0.295227008,45959,0,0.832039911,0.106984479,0.001940133,0.019124169,0.031873614,0.008037694,0.19452,0.26604,0.291189,0.04106,0.013739,0.00267117
Adams,G5300010,Washington,4793,0.003474945,-0.34028792,29.2,0.122897423,41798,0.402,0.637443439,0.001696833,0.001696833,0.004524887,0.34219457,0.012443439,0.118109,0.08154,0.108069,0.11987,0.00016,0.00153351
Asotin,G5300030,Washington,9901,-0.032599504,-0.166750833,43.3,0.163266645,42305,0.067,0.949137418,0.005056514,0.00594884,0.003866746,0.019631172,0.01635931,0.08926,0.05513,0.116959,0.067379,0.00689,0.0031678
Benton,G5300050,Washington,79559,-0.006553492,-0.267926947,35.7,0.285901774,60300,0.106,0.84125783,0.011308698,0.008281835,0.021230084,0.103585992,0.014335561,0.119549,0.05832,0.15128,0.081599,0.01056,0.02545468
Chelan,G5300070,Washington,32250,-0.044373958,-0.164031008,39.8,0.241203742,50582,0.272,0.831256281,0.00120603,0.012462312,0.003819095,0.136683417,0.014572864,0.187379,0.065269,0.18633,0.038329,0.00272,0.0103183
Clallam,G5300090,Washington,38066,-0.02924007,0.003756633,49,0.246121562,46431,0.355,0.886467087,0.007352941,0.039565826,0.009978992,0.029761905,0.026873249,0.137289,0.0425,0.064159,0.043439,0.00539,0.01217911
Clark,G5300110,Washington,190805,-0.058715958,0.002258851,36.8,0.259975972,58764,0.138,0.873513915,0.018694272,0.00562348,0.033403134,0.041610376,0.027154823,0.13733,0.029699,0.06321,0.04888,0.004229,0.06104752
Columbia,G5300130,Washington,2259,-0.043686614,-0.408587871,48.9,0.186937687,45417,0.343,0.923809524,0.003174603,0.014285714,0.003174603,0.041269841,0.014285714,0.14296,0.036049,0.018149,0.070129,0.002211,0.00072276
Cowlitz,G5300150,Washington,44620,-0.067124539,0.04437472,40.1,0.154332482,46568,0.287,0.912953299,0.005084973,0.009835407,0.010504483,0.033253044,0.028368794,0.17674,0.033789,0.09075,0.04407,0.002859,0.01427604
Douglas,G5300170,Washington,14942,-0.071346208,-0.285035471,36.8,0.173691655,52285,0.266,0.867576076,0.001888772,0.007974816,0.005456453,0.10115425,0.015949633,0.099739,0.03659,0.208169,0.020739,0.004631,0.00478065
Ferry,G5300190,Washington,3440,-0.075529998,-0.20377907,47,0.139819345,35742,1,0.796782388,0.00762066,0.148179509,0.00169348,0.016934801,0.028789162,0.06277,0.00742,0.15534,0.0392,0.00079,0.00110062
Franklin,G5300210,Washington,22643,0.001132499,-0.236276112,28.4,0.148336836,51770,0.133,0.660431281,0.026890101,0.008703559,0.017537023,0.271369187,0.015068849,0.139939,0.016109,0.09567,0.093879,0.001631,0.00724456
Garfield,G5300230,Washington,1278,-0.026869072,-0.451486698,52.6,0.245584046,51325,1,0.946091644,0,0,0.010781671,0.026954178,0.016172507,0.135479,0.121359,0.342889,0,0.00088,0.00040889
Grant,G5300250,Washington,27558,-0.047789076,-0.323027796,32.1,0.146270914,45531,0.387,0.770928614,0.011035991,0.011731955,0.010041758,0.181745874,0.014515808,0.10226,0.038799,0.162699,0.084849,0.00025,0.0088171
Grays Harbor,G5300270,Washington,28684,-0.004573495,0.141054246,42,0.143716485,42440,0.401,0.885268727,0.010674835,0.039264829,0.008818342,0.028682818,0.027290448,0.097299,0.04752,0.10443,0.0447,0.003459,0.00917736
Island,G5300290,Washington,42099,-0.017939955,0.044490368,43.6,0.30751651,59500,0.469,0.868390805,0.018719212,0.006732348,0.036945813,0.040804598,0.028407225,0.09612,0.066329,0.037729,0.029739,0.00269,0.01346946
Jefferson,G5300310,Washington,19829,-0.026824679,0.319431136,53.8,0.352711715,46870,0.575,0.912437811,0.009552239,0.014527363,0.014527363,0.021691542,0.027263682,0.091959,0.045229,0.059789,0.029329,0.020551,0.00634423
King,G5300330,Washington,967154,-0.015739922,0.405627232,37.1,0.459615319,71175,0.032,0.74369226,0.054218301,0.006705693,0.111954953,0.046266681,0.037162112,0.1059,0.05427,0.14412,0.02951,0.03248,0.30943819
Kitsap,G5300350,Washington,123367,-0.006293646,0.116976177,39.3,0.288553982,61776,0.167,0.837084446,0.026553119,0.01287985,0.040596652,0.04279178,0.040094153,0.132889,0.045729,0.03413,0.04417,0.005119,0.03947092
Kittitas,G5300370,Washington,18171,-0.020228054,-0.100875021,32.4,0.31671081,41739,0.401,0.905397022,0.004032258,0.007289082,0.018300248,0.044820099,0.02016129,0.08376,0.032899,0.117319,0.0416,0.006619,0.00581376
Klickitat,G5300390,Washington,10274,-0.071951263,-0.069885147,45.3,0.189364462,40171,0.602,0.908941486,0.004273504,0.02695595,0.006574622,0.041091387,0.012163051,0.099709,0.032189,0.10828,0.046509,0.001771,0.00328714
Lewis,G5300410,Washington,34044,-0.037032479,-0.228762778,42,0.149241604,43490,0.607,0.924236951,0.004063572,0.00785624,0.006682319,0.031605563,0.025555355,0.15852,0.04799,0.107379,0.057039,0.004411,0.01089228
Lincoln,G5300430,Washington,5872,-0.110713856,-0.407016349,47.8,0.191613588,45563,1,0.952853598,0.001240695,0.013027295,0.004342432,0.012406948,0.016129032,0.106719,0.19243,0.09631,0.020339,0.000761,0.00187873
Mason,G5300450,Washington,28235,-0.015613765,0.070940322,44.5,0.182683943,48878,0.637,0.889235402,0.01107646,0.030218303,0.011506614,0.032691687,0.025271535,0.05481,0.040119,0.140629,0.042619,0.001021,0.00903371
Okanogan,G5300470,Washington,16846,-0.055187334,-0.125430369,42.2,0.175930828,40924,0.8,0.80870945,0.003526093,0.100846262,0.003173484,0.060119887,0.023624824,0.129639,0.03689,0.112519,0.028039,0.010851,0.00538983
Pacific,G5300490,Washington,10524,-0.025549668,0.115165336,50.7,0.166708765,40873,0.648,0.908732565,0.004851425,0.013947847,0.014554275,0.030624621,0.027289266,0.05946,0.07242,0.1304,0.03853,0.00071,0.00336712
Pend Oreille,G5300510,Washington,6668,-0.040274637,-0.216556689,47.6,0.171259635,37582,0.831,0.921968191,0.001491054,0.028827038,0.001491054,0.020874751,0.025347913,0.081299,0.03784,0.050229,0.008609,0.00624,0.00213341
Pierce,G5300530,Washington,342910,-0.01113858,0.110708349,35.7,0.236435145,59105,0.066,0.769698407,0.064772597,0.010445493,0.049811559,0.054485237,0.050786706,0.15221,0.04389,0.087469,0.041689,0.02049,0.10971308
San Juan,G5300550,Washington,10594,-0.040439683,0.378893713,52.9,0.447642522,52712,1,0.943204074,0.004308656,0.007050529,0.011750881,0.021934978,0.011750881,0.046609,0.045469,0.191319,0.02048,0.00336,0.00338952
Skagit,G5300570,Washington,55269,-0.030573334,0.065443558,40.2,0.236004267,56457,0.29,0.875668124,0.005891642,0.015306122,0.012269193,0.07191448,0.018950437,0.12906,0.068129,0.164039,0.0331,0.00342,0.01768316
Skamania,G5300590,Washington,5466,-0.064163762,-0.010793999,44.5,0.22450805,55319,1,0.925659472,0.001199041,0.017985612,0.005395683,0.03177458,0.017985612,0.061359,0.01473,0.056479,0.03696,0.000449,0.00174883
Snohomish,G5300610,Washington,329817,-0.020815593,0.168275134,37.2,0.287777522,68338,0.108,0.824340963,0.020679424,0.011111784,0.070253522,0.044124177,0.02949013,0.11965,0.030339,0.105689,0.0318,0.016239,0.10552402
Spokane,G5300630,Washington,223830,-0.046518609,-0.058035116,36.8,0.286547791,49615,0.137,0.901228923,0.015375822,0.01128894,0.016690483,0.031394684,0.024021149,0.123969,0.04932,0.130669,0.05145,0.011409,0.07161378
Stevens,G5300650,Washington,22161,-0.060165506,-0.267542078,45.1,0.188702792,42746,0.792,0.901302682,0.003831418,0.044137931,0.005670498,0.020536398,0.024521073,0.11034,0.025129,0.09129,0.04202,0.000709,0.00709035
Thurston,G5300670,Washington,127063,-0.022373738,0.194785264,38.3,0.319556111,63224,0.21,0.843349991,0.025413538,0.013575265,0.040324951,0.047353091,0.029983165,0.112859,0.041609,0.073439,0.04271,0.018079,0.04065345
Wahkiakum,G5300690,Washington,2294,-0.017872711,-0.010897995,48.8,0.166887857,45335,1,0.93533123,0.00126183,0.007886435,0.006309148,0.028391167,0.020820189,0.14002,0.085469,0.02262,0.053289,0.00076,0.00073396
Walla Walla,G5300710,Washington,25108,-0.028509269,-0.194360363,37,0.257290152,47166,0.171,0.849866925,0.018751512,0.009315267,0.009315267,0.096419066,0.016331962,0.18775,0.05289,0.11279,0.04199,0.004979,0.00803323
Whatcom,G5300730,Washington,103029,-0.040070225,0.139630589,36.5,0.319412529,51639,0.259,0.873249347,0.008275816,0.0245259,0.027775916,0.041881659,0.024291362,0.128479,0.04902,0.066609,0.027039,0.016281,0.03296384
Whitman,G5300750,Washington,17121,-0.082372357,-0.027451668,24.1,0.488206126,34169,0.275,0.875600792,0.014701725,0.003675431,0.031947979,0.040571105,0.033502969,0.106799,0.059049,0.08103,0.04002,0.013309,0.00547782
Yakima,G5300770,Washington,76973,-0.011399025,-0.117209931,32.4,0.158504487,44256,0.235,0.667107994,0.00944679,0.040864524,0.00944679,0.253274172,0.019859729,0.118569,0.036189,0.24462,0.03389,0.00971,0.02462729
Barbour,G5400010,West Virginia,5761,-0.153737428,-0.356882486,41.4,0.117183348,36087,0.837,0.975790707,0.002733307,0.008980867,0.000312378,0.002342835,0.009839906,0.125439,0.122069,0.01224,0.01356,0,0.00859286
Berkeley,G5400030,West Virginia,37172,-0.082040162,-0.21201442,37.6,0.193925567,53332,0.316,0.893971978,0.065428478,0.001759531,0.004952753,0.020332356,0.013554904,0.12228,0.098189,0.06728,0.01667,0.00145,0.05544419
Boone,G5400050,West Virginia,8500,-0.422109635,-0.314941177,41.2,0.085385688,42819,0.814,0.983429774,0.008942662,0,0.000210416,0.002893214,0.004523935,0.115189,0.08092,0.00536,0,0.012589,0.01267824
Braxton,G5400070,West Virginia,4804,-0.165198002,-0.151332223,43.4,0.104964403,31623,1,0.977479428,0.007362495,0.005630143,0,0.005197055,0.004330879,0.039939,0.232729,0.009849,0.019,0.00007,0.00716544
Brooke,G5400090,West Virginia,9294,-0.088760113,-0.113514095,44.9,0.169948307,42307,0.421,0.966897614,0.018219143,0.002566076,0.003849115,0.00436233,0.004105722,0.12123,0.101709,0.12215,0,0.009849,0.01386254
Cabell,G5400110,West Virginia,32144,-0.03620452,-0.137412892,39,0.251571652,37238,0.216,0.925559775,0.04635328,0.002160534,0.006023308,0.008576666,0.011326437,0.14352,0.19159,0.03169,0.01398,0.00441,0.04794463
Calhoun,G5400130,West Virginia,2207,-0.073443848,-0.227004984,45.4,0.085797736,29282,1,0.982744454,0.002465078,0.000657354,0.000657354,0.000657354,0.012818406,0.08181,0.15327,0,0,0.00066,0.00329187
Clay,G5400150,West Virginia,3012,-0.242988434,-0.345285525,41.9,0.082847499,33165,1,0.98877193,0.002105263,0.000561404,0,0.001403509,0.007157895,0.074689,0.12678,0.00703,0,0.00021,0.00449257
Doddridge,G5400170,West Virginia,2769,-0.070189552,-0.561574576,41.9,0.102143978,31261,1,0.979591837,0.003139717,0.000627943,0,0.010989011,0.005651491,0.117409,0.141789,0.00488,0,0.00012,0.00413012
Fayette,G5400190,West Virginia,14070,-0.180936336,-0.208315565,42.3,0.104107756,34891,0.579,0.933397551,0.050502271,0.002201734,0.000110087,0.007843677,0.005944681,0.12824,0.159319,0.0346,0,0.00048,0.02098622
Gilmer,G5400210,West Virginia,2509,-0.125986117,-0.3009167,38.8,0.149149798,35524,0.607,0.812146893,0.127824859,0.01059322,0.005649718,0.023305085,0.020480226,0.044979,0.219599,0.01116,0,0,0.00374232
Grant,G5400230,West Virginia,4586,-0.15411367,-0.668338421,44,0.109150403,40250,0.787,0.982851018,0.00750268,0.000428725,0,0.004823151,0.004394427,0.189659,0.19486,0.01324,0.0356,,0.00684028
Greenbrier,G5400250,West Virginia,12963,-0.12562038,-0.24839929,44.8,0.1629026,36539,0.697,0.945080092,0.027283929,0.000528076,0.002992431,0.008801267,0.015314205,0.13368,0.234409,0.02187,0.01271,,0.01933506
Hampshire,G5400270,West Virginia,7986,-0.1354664,-0.403706486,42.7,0.078659696,28573,1,0.970500677,0.010284168,0,0.003788904,0.009201624,0.006224628,0.150229,0.101189,0.020699,0.010679,,0.01191158
Hancock,G5400290,West Virginia,12118,-0.062129404,-0.214474336,45.1,0.164965383,37465,0.303,0.959007993,0.018856323,0.00225456,0.00286944,0.007378561,0.009633122,0.143569,0.12251,0.25362,0,,0.0180747
Hardy,G5400310,West Virginia,5168,-0.124651295,-0.39744582,42.1,0.102555944,34184,0.805,0.963883677,0.019699812,0.002345216,0,0.010787993,0.003283302,0.26367,0.1533,0.01091,0,,0.00770837
Harrison,G5400330,West Virginia,26147,-0.101884277,-0.234979156,41.7,0.180647807,41799,0.37,0.960014913,0.013514773,0.002516544,0.003168981,0.01118464,0.009600149,0.12165,0.237949,0.12514,0.01096,,0.03899976
Jackson,G5400350,West Virginia,11544,-0.120958072,-0.307865558,41.5,0.162395269,41087,0.714,0.990185144,0.001784519,0.000178452,0,0.002899844,0.004952041,0.13183,0.15734,0.00914,0.00846,,0.01721854
Jefferson,G5400370,West Virginia,22138,-0.087061913,-0.038847231,39.2,0.27823792,64314,0.484,0.881407035,0.064572864,0.000502513,0.009422111,0.029020101,0.015075377,0.0889,0.1324,0.087459,0.01308,,0.03302011
Kanawha,G5400390,West Virginia,75077,-0.11399161,-0.118331846,42.3,0.243146785,45642,0.252,0.904658365,0.039401726,0.001153061,0.006588917,0.007643144,0.040554787,0.16162,0.14287,0.037969,0.00699,,0.11198168
Lewis,G5400410,West Virginia,6287,-0.082788656,-0.41975505,44,0.144838082,35179,0.69,0.972371451,0.003453569,0.00115119,0.003069839,0.002302379,0.017651573,0.052899,0.203699,0.06377,0,,0.00937742
Lincoln,G5400430,West Virginia,6818,-0.227267852,-0.316221766,41.3,0.080937027,34066,1,0.987466428,0.000895255,0.000596837,0.000596837,0.000895255,0.009549388,0.11331,0.08831,0,0,,0.01016944
Logan,G5400450,West Virginia,11946,-0.289964371,-0.397873765,42.2,0.088774037,36698,0.708,0.963256857,0.02173538,0.002070036,0.002932551,0.006382612,0.003622563,0.158229,0.039899,0.01089,0.00906,,0.01781815
McDowell,G5400470,West Virginia,6188,-0.384191246,-0.29896574,44,0.056984367,22972,0.86,0.891490577,0.103369503,0.000571102,0,0.001142204,0.003426613,0.11776,0.041329,0.01415,0.02107,,0.00922976
Marion,G5400490,West Virginia,21542,-0.148628982,-0.143672825,41.3,0.19982606,40827,0.415,0.950953071,0.031434623,0.000334411,0.001783525,0.006911158,0.008583213,0.13558,0.183349,0.10314,0.01546,,0.03213114
Marshall,G5400510,West Virginia,12916,-0.156753077,-0.282672654,44,0.135333277,40288,0.49,0.980441036,0.005944391,0.000958773,0.001917546,0.005752637,0.004985618,0.082219,0.16737,0.12203,0,,0.01926496
Mason,G5400530,West Virginia,9789,-0.071416807,-0.200531209,42.2,0.103830749,37877,0.65,0.978683532,0.006324666,0.000702741,0,0.003513703,0.010775357,0.06767,0.157219,0.006259,0,,0.01460086
Mercer,G5400550,West Virginia,21276,-0.195148024,-0.470859184,42.1,0.174364817,34517,0.407,0.925389869,0.054836408,0.003669351,0.004586688,0.005300173,0.006217511,0.27335,0.107329,0.02505,0,,0.03173438
Mineral,G5400570,West Virginia,10979,-0.115872991,-0.450678568,42.1,0.13602545,32968,0.646,0.954381211,0.034552846,0.000180668,0.000903342,0.005420054,0.004561879,0.173789,0.180849,0.04775,0.00163,,0.01637581
Mingo,G5400590,West Virginia,8830,-0.305628314,-0.426160815,41.7,0.095609443,34518,0.897,0.972457115,0.018845132,0.000724813,0.00169123,0.000724813,0.005556898,0.203509,0.055399,0.009869,0,,0.01317046
Monongalia,G5400610,West Virginia,31475,-0.133969856,-0.095472597,29.3,0.372738261,41326,0.269,0.924506611,0.02937983,0.001213515,0.018649805,0.013923485,0.012326755,0.07856,0.096439,0.081409,0.01222,,0.04694678
Monroe,G5400630,West Virginia,5212,-0.166548359,-0.414620107,44.9,0.122966752,39877,0.885,0.972859148,0.010294806,0.003743566,0,0.006083294,0.007019186,0.18449,0.16583,0,0.011109,,0.007774
Morgan,G5400650,West Virginia,7044,-0.070617377,-0.305224304,44.9,0.15034418,35350,1,0.974683544,0.009403255,0.000723327,0.005424955,0.006148282,0.003616637,0.06864,0.152039,0.040759,0,,0.01050653
Nicholas,G5400670,West Virginia,8785,-0.320376181,-0.36812749,43.9,0.137755648,38780,0.872,0.984488609,0,0,0.006301503,0.002423655,0.006786234,0.118099,0.194259,0.016769,0,,0.01310334
Ohio,G5400690,West Virginia,17911,-0.114798449,-0.222321478,43.2,0.270207027,40652,0.231,0.947768549,0.033506969,0.001689427,0.007883993,0.004927495,0.004223568,0.08917,0.20068,0.295519,0.0191,,0.02671529
Pendleton,G5400710,West Virginia,3239,-0.10167141,-0.315220747,47.6,0.120647204,34087,1,0.957361223,0.028962188,0.000643604,0.000643604,0.004022526,0.008366854,0.227289,0.232879,0.014169,0.030539,,0.00483116
Pleasants,G5400730,West Virginia,2840,-0.094573322,-0.306338028,42.1,0.102718482,42300,0.545,0.973443983,0.011618257,0.001659751,0,0.001659751,0.011618257,0.09993,0.21381,0.021699,0,,0.00423602
